city_port,population,city_country,IWI,N_IWI,wealth,gdp,iso3c,port_locode,port_name,port_status,outflows,lon,lat
TRUE,185490.928624373,port-gentil - GAB,69.2332287468298,10,12842135.8919131,617395678.939184,GAB,GAPOG,Port Gentil,AI,148566.9,8.781525,-0.719322
TRUE,1114617.9205292,libreville - GAB,64.2533405221019,28,71617924.7997998,3443087480.00648,GAB,GALBV,Libreville,AI,414222.00003,9.45433,0.392626
FALSE,0,,23.1045476307667,10,0,0,GAB,,,,,10.6900301,-1.61629
FALSE,0,,24.3959108720963,13,0,0,GAB,,,,,9.8881998,0.40386
FALSE,274251.248922742,kumba - CMR,53.2280580739407,47,14597861.4045104,701803549.561662,CMR,,,,,9.4839201,4.6536598
FALSE,146202.236536265,loum - CMR,54.3337151641108,43,7943710.67631736,381900073.911364,CMR,,,,,9.7191801,4.7216001
FALSE,0,,50.0506598617938,34,0,0,NGA,,,,,9.7883997,7.85706
TRUE,4139037.99484283,douala - CMR,66.7423419366737,212,276249089.140684,13280889984.4881,CMR,CMDLA,Douala,AI,1089387.80006,9.704361,4.048275
FALSE,84274,edea - CMR,56.9610281399213,45,4800333.68546373,230779778.365202,CMR,,,,,10.10923,3.81478
TRUE,375069.860900754,bata - GNQ,61.9964934126871,43,23253016.1606311,1117906851.37642,GNQ,GQBSG,Bata,RQ,454067,9.765828,1.863912
TRUE,139726.879616139,kribi - CMR,59.9551486071238,38,8377345.8317953,402747421.539635,CMR,CMKBI,Kribi,AI,1338743.54556,9.907671,2.937265
FALSE,10291.0693602278,mengomeyen - GNQ,22.6469451153519,21,233061.282979359,11204602.5871825,GNQ,,,,,11.0017595,1.6778599
TRUE,1418331.53539011,bafoussam - CMR,54.3739600794063,97,77120302.2846648,3707618560.47785,CMR,"","","",,10.417639,5.477679
FALSE,0,,41.5794362588064,57,0,0,NGA,,,,,11.3106298,8.9040794
FALSE,0,,29.6515334612707,15,0,0,GAB,,,,,10.4113894,-0.24969
TRUE,0,Medounou - GAB,48.8168003043174,36,0,0,GNQ,"","","",,10.795319,1.016035
FALSE,0,,29.5695457544034,20,0,0,CMR,,,,,10.1261997,3.4361398
FALSE,0,,34.6174379187322,22,0,0,CMR,,,,,10.5479898,2.8142998
FALSE,0,,36.9335943293525,26,0,0,CMR,,,,,10.5248098,3.85636
TRUE,51548.4958707443,lambarene - GAB,44.2374644712455,26,2280374.7546282,109630791.30443,GAB,"","","",,10.240261,-0.699501
FALSE,0,,23.8912930223913,9,0,0,GAB,,,,,10.9577293,-0.07846
FALSE,48967.9640912569,makenene - CMR,36.8861242034851,17,1806238.4054619,86836317.2646705,CMR,,,,,10.8377495,4.7785001
FALSE,180715.137622366,foumban - CMR,36.8372368276155,43,6657046.32293021,320042683.621129,CMR,,,,,10.90411,5.8210897
FALSE,0,,29.4140283733548,29,0,0,CMR,,,,,10.8100796,4.4519897
FALSE,26579.7797320302,eseka - CMR,34.8036640028052,31,925073.72306215,44473639.2860014,CMR,,,,,10.8252296,3.87113
FALSE,0,,21.6106596636607,20,0,0,CMR,,,,,10.8318396,2.80825
TRUE,10269.4485091619,ndende - GAB,36.2647866328055,15,372419.359021339,17904350.5650696,GAB,"","","",,11.358396,-2.40053
FALSE,0,,23.6235225190857,10,0,0,GAB,,,,,11.2579899,0.98871
FALSE,0,,50.5899155336298,40,0,0,GNQ,,,,,11.3172693,1.6293399
FALSE,26185.3621297611,monatele - CMR,29.1692612527964,29,763807.668962082,36720648.2104551,CMR,,,,,11.0112896,4.2733197
FALSE,0,,34.421129552294,41,0,0,CMR,,,,,10.8997297,3.9534199
FALSE,71120.3027912351,ebolowa i - CMR,58.8825558567211,85,4187745.20165182,201329110.185344,CMR,,,,,11.1500101,2.9010398
TRUE,5473116.69939264,yaounde - CMR,61.6783182312002,224,337572633.501635,16229067112.0583,CMR,"","","",,11.516925,3.866788
FALSE,0,,23.7314194544576,34,0,0,CMR,,,,,11.0307493,2.5671699
TRUE,107018.126875407,bafia - CMR,56.2577741985227,60,6020601.6169055,289445108.989419,CMR,"","","",,11.233892,4.750141
FALSE,0,,47.2132674231036,58,0,0,CMR,,,,,11.5215797,4.1286998
FALSE,0,,23.5640458156064,25,0,0,NGA,,,,,11.2000599,6.5863299
FALSE,21092.3792361838,bankim - CMR,48.4903842992829,10,1022777.57494877,49170828.015214,CMR,,,,,11.4886093,6.0801997
FALSE,0,,24.6084373628492,10,0,0,GAB,,,,,11.4499493,0.35482
TRUE,15925.5515698234,lastoursville - GAB,28.9219651239633,36,460598.247082311,22143619.2444167,GAB,"","","",,12.708589,-0.817882
FALSE,80169.8524098465,bitam - GAB,49.711983621294,59,3985402.38991985,191601322.013721,CMR,,,,,11.3366795,2.1724999
FALSE,0,,35.989804730622,50,0,0,CMR,,,,,11.3987398,2.9416099
FALSE,0,,20.2978890632107,30,0,0,NGA,,,,,11.37848,7.80269
FALSE,19459.6703042637,mayo-darle - CMR,27.6775168161235,21,538595.352082478,25893390.7779194,CMR,,,,,11.5749798,6.2867699
FALSE,0,,21.4276726170787,19,0,0,CMR,,,,,11.3942499,5.033
FALSE,38496.9230736977,ntui - CMR,39.1395367626388,29,1506751.73589147,72438262.513583,CMR,,,,,11.6239901,4.45331
FALSE,11637.3076462173,mitzic - GAB,25.3228390016027,28,294689.667937281,14167435.1637309,GAB,,,,,11.5485697,0.78783
FALSE,0,,21.8190986327782,17,0,0,GAB,,,,,11.6136293,1.40861
FALSE,0,,44.3513899976176,28,0,0,NGA,,,,,12.0360594,9.4568796
TRUE,117355.615343071,oyem - GAB,47.4419394134149,40,5567577.99293,267665645.646723,GAB,"","","",,11.580106,1.599523
FALSE,0,,18.6803899301087,12,0,0,CMR,,,,,12.0939293,2.362
FALSE,0,,25.0955286884135,20,0,0,COG,,,,,12.4489298,-3.7208798
FALSE,0,,23.3612615213041,26,0,0,NGA,,,,,12.0422497,8.1119099
FALSE,0,,18.1823813647694,16,0,0,CMR,,,,,12.2272902,5.3556399
FALSE,129236.935754174,mbalmayo - CMR,41.0625757569253,41,5306801.46499866,255128611.085754,CMR,,,,,11.5141802,3.4663
TRUE,123584.075442859,sangmelima - CMR,56.9289655047632,49,7035513.56782458,338237791.007039,CMR,"","","",,11.984259,2.933186
FALSE,27458.9151910746,makokou - GAB,29.4106161947788,19,807583.615809677,38825210.9290443,GAB,,,,,12.8800592,0.57262
FALSE,0,,31.8059331008401,33,0,0,CMR,,,,,11.7421799,3.4712598
FALSE,24558,akonolinga - CMR,33.8926376387238,29,832335.39513178,40015171.986001,CMR,,,,,12.3173695,3.86707
FALSE,0,,42.5938391278152,38,0,0,CMR,,,,,11.6356602,4.2817297
TRUE,55734.922674582,tibati - CMR,40.1339961626869,23,2236865.17274933,107539034.289042,CMR,"","","",,12.62843,6.465065
FALSE,0,,28.0584954125544,20,0,0,CMR,,,,,13.4344997,4.5693398
TRUE,1210568.39894477,pointe noire - COG,62.4806814208222,40,75637138.4725829,3636314305.76155,COG,CGPNR,Pointe Noire,AI,3473713.58117,11.893892,-4.818817
FALSE,0,,26.5356186031771,23,0,0,COG,,,,,12.1422396,-4.4204998
FALSE,12289.9424341209,ayos - CMR,24.3573751294474,31,299350.738187197,14391519.7440336,CMR,,,,,12.5527201,3.8897099
FALSE,0,,37.2291562950342,17,0,0,CMR,,,,,12.6691294,2.67044
FALSE,0,,36.996444107965,25,0,0,NGA,,,,,12.2308893,9.30441
FALSE,0,,51.6124374295384,105,0,0,NGA,,,,,13.1129599,11.8344793
TRUE,142576.296164443,dolisie - COG,46.3406113822735,49,6607072.73288038,317640164.381532,COG,"","","",,12.666658,-4.1983
FALSE,0,,18.3748807025148,20,0,0,CMR,,,,,12.3433399,5.4879899
FALSE,0,,34.95484559539,51,0,0,NGA,,,,,13.1615601,10.3116198
FALSE,15811.8463469583,makabana - COG,20.6214024895594,13,326062.447623697,15675705.9667911,COG,,,,,12.6040697,-3.47978
FALSE,145899.299833998,nkayi - COG,30.8053691455104,35,4494481.7894578,216075710.398726,COG,,,,,13.0467901,-4.1487999
FALSE,78609.3275619483,moanda - GAB,58.8645294950297,38,4627301.08085476,222461101.215209,GAB,,,,,13.2161398,-1.5501
FALSE,34771.0780473544,ngaoundal - CMR,26.4265705771924,18,918880.348063476,44175887.9622018,CMR,,,,,13.0723896,6.5987396
FALSE,0,,24.580991601038,17,0,0,COG,,,,,15.8996,1.4879199
FALSE,0,,23.9015667784341,12,0,0,GAB,,,,,13.7685299,-1.60314
FALSE,24390.7586285276,makoua - COG,30.3552408659874,24,740387.353073117,35594698.2944179,COG,,,,,15.6253796,-0.00424
FALSE,24738.1054187109,mindouli - COG,33.7293206519724,34,834399.489989997,40114404.9529396,COG,,,,,14.3372498,-4.2444501
TRUE,398186.460856134,ngaoundere - CMR,59.6974992536809,55,23770735.9497849,1142796633.21762,CMR,"","","",,13.584335,7.328085
FALSE,0,,25.6535505925954,21,0,0,NGA,,,,,13.9104395,12.0382099
FALSE,10383,mogode - CMR,31.7692183611356,55,329859.794243671,15858266.3612877,NGA,,,,,13.3954792,10.6302195
TRUE,622514.987458491,garoua - CMR,50.9486731855807,68,31716312.6491485,1524786417.6394,CMR,"","","",,13.397603,9.301353
TRUE,151034.590135573,franceville - GAB,58.7599373323003,42,8874783.05137593,426662103.061265,GAB,"","","",,13.583221,-1.63274
FALSE,0,,30.0433837417853,30,0,0,CMR,,,,,13.5015793,4.26088
FALSE,0,,24.2981335257613,53,0,0,NGA,,,,,13.7554197,11.4666996
TRUE,413800.878053035,maroua - CMR,54.3721883690733,73,22499259.2887875,1081669403.06068,CMR,"","","",,14.315781,10.591182
FALSE,0,,27.0906936732537,9,0,0,CMR,,,,,13.7330093,8.4772596
TRUE,141392.26346044,figuil centre - CMR,33.7768793700786,45,4775789.42676566,229599794.023774,CMR,"","","",,13.964553,9.756758
TRUE,345365.807885422,bertoua - CMR,61.3696470867224,51,21194977.7457491,1018965052.66526,CMR,"","","",,13.684509,4.577279
FALSE,0,,17.2707198086481,26,0,0,CMR,,,,,14.2049799,4.4045601
TRUE,69452.702674907,meiganga - CMR,46.9992726155422,27,3264226.50690415,156930230.095949,CMR,"","","",,14.300062,6.517352
FALSE,31160.2874243382,touboro - CMR,38.8384086261568,38,1210215.97589494,58182075.0371608,CMR,,,,,15.3446693,7.7679696
FALSE,0,,30.6971758574637,47,0,0,NGA,,,,,13.6138992,12.6806498
TRUE,90244.3560199552,bol - TCD,23.8217356843365,81,2149777.19611054,103352212.02545,TCD,"","","",,14.713518,13.467278
FALSE,0,,37.885875671436,14,0,0,CMR,,,,,14.1283493,5.5056601
FALSE,29572.4475426371,tchollire - CMR,19.413397373084,15,574101.675439895,27600384.9103901,CMR,,,,,14.1898193,8.5108795
FALSE,0,,21.9184478623156,29,0,0,NGA,,,,,14.0937595,11.6462593
FALSE,0,,31.8816829236498,12,0,0,COG,,,,,15.7244291,-0.92713
FALSE,0,,17.7234814494068,96,0,0,CMR,,,,,14.8157597,12.1747494
FALSE,11471.4303570819,moutourwa - CMR,17.4971601977199,29,200717.45465485,9649647.86501063,CMR,,,,,14.1626501,10.0613394
FALSE,0,,13.7659981848826,34,0,0,TCD,,,,,14.7029295,9.3443298
FALSE,72478.9278759966,mora - CMR,26.4746143867018,50,1918851.66667858,92250287.4524656,CMR,,,,,14.15061,11.0441399
FALSE,0,,26.1281380208488,20,0,0,CMR,,,,,14.6434498,11.92132
FALSE,47617.4021299521,batouri - CMR,35.366759098458,44,1684073.19002442,80963129.4427543,CMR,,,,,14.3721695,4.45296
TRUE,45131.9236986535,garoua-boulai - CMR,34.3876275173307,55,1551979.78128989,74612636.0002732,CMR,"","","",,14.551279,5.878111
FALSE,65845.1256634445,kaele - CMR,22.4174775985443,45,1476081.6295336,70963773.2777327,CMR,,,,,14.5141497,10.1704798
FALSE,22028.1538716239,madingring - CMR,24.1676508314475,33,532368.731230805,25594041.1338593,CMR,,,,,14.9436398,8.2232294
FALSE,0,,16.7152247326941,40,0,0,CAF,,,,,15.4863501,7.36901
TRUE,174932.893358645,bongor - TCD,33.2915882919112,43,5823793.86440881,279983423.098858,TCD,"","","",,15.374228,10.280878
TRUE,2339401.02555672,brazzaville - COG,60.6262456666502,32,141829101.288215,6818544439.97223,COG,"","","",,15.283194,-4.266136
FALSE,22699.9776569359,mingali - COG,32.7304753102461,13,742981.058243479,35719392.6893458,COG,,,,,15.4050999,-3.89394
FALSE,0,,18.3671796396363,30,0,0,CMR,,,,,14.5641098,4.4013901
FALSE,0,,19.5978635301114,39,0,0,CMR,,,,,14.5942297,4.6947098
FALSE,105815.42124847,guidiguis - CMR,15.4830029031138,51,1638340.47438427,78764493.5413729,CMR,,,,,14.8210993,10.1556597
TRUE,33876.4014503127,baboua - CAF,22.9883594180969,22,778762.892331526,37439632.2146409,CAF,"","","",,14.825375,5.795872
FALSE,30115.4286851533,gamboula - CAF,28.723234850042,33,865012.530733349,41586150.7149539,CMR,,,,,15.1096897,3.9338698
TRUE,104474.448759496,berberati - CAF,30.042597303475,30,3138683.79258407,150894666.386308,CAF,"","","",,15.792011,4.261094
FALSE,103120.827602819,carnot - CAF,19.7435333685845,35,2035969.50077229,97880818.4875486,CAF,,,,,15.8485699,4.9169397
TRUE,102248.731107662,pala - TCD,22.2881284266189,38,2278932.8503864,109561470.63567,TCD,"","","",,14.907253,9.36462
TRUE,54804.1239070126,massakory - TCD,24.2170183811361,95,1327192.47601819,63805811.3316038,TCD,"","","",,15.731938,12.99809
FALSE,0,,17.8299036068392,41,0,0,TCD,,,,,15.0444393,12.3873701
TRUE,2136601.20273328,ndjamena - TCD,48.0116784932716,244,102581810.013968,4931700363.04211,TCD,"","","",,15.06721,12.126544
FALSE,0,,18.0595343969613,53,0,0,CMR,,,,,15.1236095,10.0114002
FALSE,0,,21.0499690274548,41,0,0,CAF,,,,,15.17027,5.8000598
FALSE,0,,14.8317407488972,15,0,0,TCD,,,,,15.09583,9.3775196
FALSE,56319.0562453928,fianga - TCD,19.8914956217312,58,1120270.26072526,53857864.7693172,TCD,,,,,15.1395493,9.9127693
FALSE,32539.3169618224,massaguet - TCD,20.0344247233117,49,651906.496219612,31340912.2303263,TCD,,,,,15.4413595,12.4850397
FALSE,31407.8777896404,guelendeng - TCD,20.1485325851605,33,632822.64907531,30423441.4245667,TCD,,,,,15.5493994,10.9177799
FALSE,44789.1295632699,gounou-gaya - TCD,18.1305695145841,32,812052.427044577,39040052.5075515,TCD,,,,,15.5116692,9.6324301
TRUE,126495.723213993,kelo - TCD,21.5906789830408,49,2731128.5526409,131301130.9972,TCD,"","","",,15.806615,9.308491
FALSE,0,,13.1703732274604,5,0,0,CMR,,,,,15.2196093,2.96295
FALSE,0,,15.1195968184271,29,0,0,TCD,,,,,15.7224398,9.9681501
TRUE,81699.3661359343,bouar - CAF,25.3106731983058,44,2067865.95677536,99414265.4371461,CAF,"","","",,15.595828,5.933999
FALSE,0,,16.1874045777634,17,0,0,CAF,,,,,15.8188992,5.2572198
TRUE,47976.2685205373,ouesso - COG,53.3747210009662,15,2560719.94695112,123108604.637688,COG,"","","",,16.051254,1.613441
FALSE,10645.019082835,basse-mambere - CAF,20.0800842580189,20,213752.880111546,10276336.0902276,CAF,,,,,16.3028488,3.8475299
FALSE,26407.9671480255,mbai mboum - CMR,15.5964992374169,69,411871.83948591,19801059.2720377,CAF,,,,,15.5388298,7.4776397
FALSE,11864.4189801545,laramanaye - TCD,14.0274208907115,47,166427.198658373,8001117.11746771,TCD,,,,,15.6110096,7.7862897
FALSE,12643.5040514883,moulkou i - TCD,12.3394146476631,28,156013.439090722,7500467.52049314,TCD,,,,,15.5752592,10.5880795
FALSE,0,,19.3966031378718,7,0,0,TCD,,,,,16.4475193,12.87778
FALSE,44006.346260792,bokaranga - CAF,15.3452468706415,64,675288.247246787,32465008.1106152,CAF,,,,,15.6587,6.9447098
FALSE,13549.6209183554,kim - TCD,14.2064206791681,38,192491.614809413,9254184.21169292,TCD,,,,,15.7946997,9.6247196
FALSE,16296.6288890164,baibokoum - TCD,10.8608665787998,40,176995.512047821,8509197.00972529,TCD,,,,,15.6824598,7.7256999
TRUE,59887.8591216403,paoua - CAF,18.6605180209767,31,1117538.47437708,53726532.0142874,CAF,"","","",,16.44061,7.242225
FALSE,0,,13.3179406550408,22,0,0,TCD,,,,,15.7607698,10.77948
FALSE,17765,baoro - CAF,20.7012556098196,28,367757.805908445,17680242.7707534,CAF,,,,,15.9511194,5.6910501
FALSE,0,,15.9324798425834,11,0,0,CAF,,,,,16.250349,6.1756797
TRUE,301582.399103316,moundou - TCD,33.6967763405847,77,10162354.6508414,488563109.912888,TCD,"","","",,16.077206,8.574358
FALSE,30577.8599977087,bozoum - CAF,23.7597953071107,40,726523.694475048,34928192.1162575,CAF,,,,,16.3669205,6.3208299
FALSE,16147.5172698767,bessao - TCD,9.85271936042224,34,159096.956027667,7648709.99735434,TCD,,,,,16.0609303,8.0346098
FALSE,0,,19.1096002833937,27,0,0,TCD,,,,,15.8144693,9.8830996
FALSE,15238.4978910859,ba-illi - TCD,17.9913575963026,27,274161.264789029,13180516.2036821,TCD,,,,,16.4502888,10.5119896
FALSE,68178.740235502,lai - TCD,18.2921354733362,26,1247134.7527892,59956973.9728269,TCD,,,,,16.3063602,9.3920593
FALSE,0,,15.6978560740351,5,0,0,CAF,,,,,15.9440699,5.2656698
FALSE,0,,22.7746474254728,14,0,0,CAF,,,,,16.2233887,5.0362797
FALSE,23704.3723906428,binon - CAF,16.643510771566,20,394523.977216876,18967047.2903954,CAF,,,,,16.6357002,5.6790099
TRUE,17500.6926778217,pokola - COG,53.2889896720864,4,932594.231362798,44835193.5762943,COG,"","","",,16.318302,1.40515
FALSE,14218.3870855606,donia - TCD,10.6876587471578,16,151961.269105467,7305656.29436375,TCD,,,,,16.4396496,8.2814693
FALSE,0,,15.7452556981713,20,0,0,CAF,,,,,16.9249191,5.3853297
TRUE,29539,boda - CAF,23.8858730261276,25,705564.803318783,33920577.1101444,CAF,"","","",,17.46935,4.318939
FALSE,107185.492020245,koumra - TCD,17.7183434867482,39,1899149.36441081,91303083.935258,TCD,,,,,17.5184402,8.9181194
TRUE,58763.1271376364,bossangoa - CAF,34.4475859065998,53,2024247.87021417,97317291.9746996,CAF,"","","",,17.455211,6.492666
FALSE,108975.546105379,gore - TCD,28.1920618238357,58,3072245.33308911,147700585.732373,TCD,,,,,16.6315002,7.9285197
FALSE,0,,16.1067642736146,44,0,0,CAF,,,,,16.6266804,7.3415098
FALSE,0,,16.8813528206166,21,0,0,TCD,,,,,17.3640194,12.1553392
FALSE,46033.8395150495,oum hadjer - TCD,19.2319718491905,36,885321.505663583,42562520.4926252,TCD,,,,,19.6925602,13.30019
FALSE,17442.4201930101,bousso - TCD,19.5098418591017,33,340298.85960563,16360132.5540209,TCD,,,,,16.7320595,10.4628696
FALSE,0,,17.4170873937364,21,0,0,CAF,,,,,17.2771301,6.9893699
FALSE,0,,16.3660076744991,15,0,0,CAF,,,,,17.3041687,7.1547298
FALSE,13611.089510689,melfi - TCD,17.7989056312071,45,242262.497738667,11646958.1486873,TCD,,,,,17.9369888,11.0624495
FALSE,0,,14.2471329743725,39,0,0,TCD,,,,,18.1694088,9.2109594
TRUE,35501.7868147301,yaloke - CAF,26.5259285843724,25,941717.861665143,45273819.2046412,CAF,"","","",,17.101301,5.319309
FALSE,0,,13.0244360688467,20,0,0,CAF,,,,,17.205019,4.74122
TRUE,19662.2057171484,bossembele - CAF,22.0822776491881,18,434186.285841525,20873843.6494832,CAF,"","","",,17.65002,5.266678
FALSE,0,,17.7698310823402,10,0,0,CAF,,,,,17.7726898,5.1345501
FALSE,24168.1195043441,batangafo - CAF,17.9823599451769,36,434599.824125167,20893724.8243552,CAF,,,,,18.2916088,7.3076496
FALSE,46508.8617763549,bitkine - TCD,15.3733590572387,42,714997.431431387,34374058.0487342,TCD,,,,,18.2176304,11.9814501
FALSE,20956.4544739038,bouca - CAF,15.3015246549281,54,320665.704812317,15416253.3554704,CAF,,,,,18.2746792,6.5095301
TRUE,21884,m'baiki - CAF,20.8345698185941,21,455943.725910114,21919849.5161229,CAF,"","","",,17.987963,3.870437
TRUE,168098.790637949,sarh - TCD,34.3417178582071,101,5772801.24039427,277531913.008221,TCD,"","","",,18.383302,9.145562
TRUE,1606979.16357876,bangui - CAF,45.3434548668945,42,72865987.1757734,3503089050.18593,CAF,"","","",,18.555526,4.361532
TRUE,69641.5173528425,mongo - TCD,31.2443384320176,35,2175903.13709144,104608236.973759,TCD,"","","",,18.6884,12.18514
FALSE,21091.5389695313,dekoa - CAF,22.6355394909581,39,477418.363269907,22952259.422412,CAF,,,,,19.0769901,6.3214898
FALSE,21579.479977971,kabo - CAF,16.4783359467086,28,355593.920632279,17095454.5180963,CAF,,,,,18.6201801,7.6882896
FALSE,0,,14.7397266524184,39,0,0,CAF,,,,,18.8422203,7.2554598
TRUE,116217.744045544,am timan - TCD,22.1056807662148,118,2569072.34924045,123510152.879009,TCD,"","","",,20.283433,11.043288
FALSE,32551.9502295004,sibut - CAF,21.8986018529994,37,712842.197614481,34270443.5054167,CAF,,,,,19.07827,5.7289
FALSE,12181.4135896359,dimbi - CAF,15.2712507673484,36,186025.421628115,8943316.94141019,CAF,,,,,21.7223091,4.6208501
TRUE,65652.4645163909,kaga-bandoro - CAF,16.9942853847014,101,1115716.71820053,53638949.6680991,CAF,"","","",,19.187438,6.989613
FALSE,23421.356470395,grimari - CAF,18.0342218725702,39,422385.939143662,20306532.7969456,CAF,,,,,19.9792404,5.76651
TRUE,96147.3172368317,bambari - CAF,38.7566567523091,53,3726348.57180326,179147108.068003,CAF,"","","",,20.675951,5.768074
TRUE,194141.797886032,abeche - TCD,33.1725202717307,52,6440172.72596463,309616316.639071,TCD,"","","",,20.832372,13.829383
TRUE,50797.8058074734,goz beida - TCD,24.5368638257424,37,1246418.84374448,59922556.0882598,TCD,"","","",,21.409856,12.226433
FALSE,0,,15.011962030373,51,0,0,SDN,,,,,22.6137085,12.1152802
TRUE,60303.9198865452,bangassou - CAF,21.9243955216003,32,1322126.99109552,63562284.2011241,CAF,"","","",,22.818282,4.741398
